call_id,caller_id,receiver_id,timestamp,duration_sec,call_type,status
C0150685,P02123,P09754,2025-04-26 18:22:42,636,VoIP,Answered
C0150686,P03793,P04685,2025-06-03 22:10:51,623,SMS,Answered
C0150687,P09252,P02808,2025-03-16 21:59:37,474,Voice,Answered
C0150688,P03906,P09711,2025-10-29 09:05:11,702,Voice,Answered
C0150689,P06683,P03855,2025-09-13 20:53:51,319,Voice,Answered
C0150690,P01156,P05455,2025-05-12 14:09:37,277,VoIP,Answered
C0150691,P01602,P05054,2025-01-17 18:10:06,394,Voice,Answered
C0150692,P03998,P00712,2025-04-17 11:48:52,652,Voice,Answered
C0150693,P01450,P04229,2025-03-25 20:58:01,498,SMS,Answered
C0150694,P00652,P06748,2025-01-03 22:56:00,164,VoIP,Answered
C0150695,P02300,P01084,2025-04-29 22:53:03,552,Voice,Answered
C0150696,P04682,P00418,2025-02-12 20:01:20,720,Voice,Answered
C0150697,P06428,P02328,2025-12-18 00:54:30,649,VoIP,Answered
C0150698,P08600,P08851,2025-08-05 08:29:43,13,VoIP,Missed
C0150699,P09784,P05789,2025-02-12 16:41:01,111,SMS,Missed
C0150700,P06978,P07790,2025-04-08 16:42:06,734,Voice,Answered
C0150701,P04906,P08739,2025-09-26 18:35:42,328,Voice,Answered
C0150702,P09041,P09050,2025-07-25 18:44:21,106,VoIP,Answered
C0150703,P00870,P02067,2025-03-21 21:51:32,607,Voice,Missed
C0150704,P03893,P02604,2025-04-16 14:53:03,110,Voice,Answered
C0150705,P05795,P07435,2025-03-04 01:33:33,191,Voice,Voicemail
C0150706,P04210,P06951,2025-10-27 18:39:20,676,Voice,Voicemail
C0150707,P09979,P02608,2025-04-22 14:04:54,594,Voice,Answered
C0150708,P07528,P03626,2025-10-11 22:46:10,543,Voice,Answered
C0150709,P07252,P07684,2025-05-22 16:49:48,191,Voice,Answered
C0150710,P00672,P00636,2025-12-27 07:19:16,815,Voice,Answered
C0150711,P06596,P08084,2025-08-12 06:31:08,425,Voice,Answered
C0150712,P08197,P01631,2025-08-30 03:20:00,514,Voice,Answered
C0150713,P01176,P07440,2025-03-12 06:00:18,392,Voice,Missed
C0150714,P04246,P09645,2025-12-12 19:08:11,240,Voice,Answered
C0150715,P03601,P08056,2025-02-27 16:46:43,60,VoIP,Answered
C0150716,P02745,P00936,2025-09-25 10:10:30,152,Voice,Answered
C0150717,P04585,P08623,2025-04-17 23:47:42,847,Voice,Answered
C0150718,P00471,P01444,2025-01-25 17:51:11,697,Voice,Answered
C0150719,P08181,P09238,2025-02-08 22:38:24,442,VoIP,Answered
C0150720,P02399,P09125,2025-11-01 17:57:32,226,Voice,Answered
C0150721,P05133,P04595,2025-04-11 11:31:40,177,Voice,Answered
C0150722,P06067,P02185,2025-02-22 02:49:42,865,Voice,Answered
C0150723,P03063,P06445,2025-02-21 13:09:13,412,Voice,Answered
C0150724,P06568,P01960,2025-01-23 08:16:59,522,Voice,Answered
C0150725,P09590,P07636,2025-04-05 03:54:18,764,SMS,Answered
C0150726,P01359,P09943,2025-03-29 12:37:14,534,Voice,Answered
C0150727,P00695,P08695,2025-03-30 19:51:50,473,Voice,Answered
C0150728,P02230,P01609,2025-07-09 04:45:05,625,Voice,Missed
C0150729,P01759,P04030,2025-09-01 09:17:51,277,Voice,Missed
C0150730,P08603,P08395,2025-04-14 13:51:17,495,SMS,Answered
C0150731,P08412,P00843,2025-01-27 12:53:10,541,VoIP,Answered
C0150732,P03320,P00351,2025-01-12 10:36:55,215,Voice,Answered
C0150733,P09299,P07291,2025-02-08 09:56:34,766,Voice,Answered
C0150734,P04104,P06650,2025-08-29 22:19:51,897,Voice,Answered
C0150735,P09301,P02141,2025-04-25 08:22:06,18,Voice,Answered
C0150736,P02712,P06627,2025-11-04 08:13:46,332,VoIP,Missed
C0150737,P08909,P01312,2025-06-15 22:41:21,829,Voice,Missed
C0150738,P02009,P09113,2025-11-21 14:57:48,401,Voice,Answered
C0150739,P03974,P00626,2025-12-24 20:55:22,37,VoIP,Answered
C0150740,P06972,P06020,2025-02-09 04:26:15,810,Voice,Voicemail
C0150741,P01132,P01216,2025-07-16 07:28:57,505,Voice,Answered
C0150742,P03208,P00523,2025-05-22 15:11:04,855,VoIP,Voicemail
C0150743,P02335,P08292,2025-07-12 17:43:29,219,Voice,Answered
C0150744,P00633,P02590,2025-04-04 02:08:13,478,Voice,Missed
C0150745,P08454,P06933,2025-10-26 11:45:32,209,Voice,Answered
C0150746,P09304,P04991,2025-06-18 16:52:03,446,Voice,Answered
C0150747,P04984,P06921,2025-03-10 02:40:57,347,Voice,Answered
C0150748,P05618,P08039,2025-11-06 14:58:38,508,VoIP,Answered
C0150749,P05663,P02371,2025-07-16 21:14:55,682,Voice,Answered
C0150750,P05311,P01018,2025-05-04 06:00:15,244,Voice,Answered
C0150751,P03017,P07017,2025-11-16 05:45:48,641,SMS,Answered
C0150752,P01866,P07863,2025-06-13 04:42:28,360,Voice,Answered
C0150753,P08912,P08660,2025-01-13 09:28:05,704,Voice,Answered
C0150754,P01515,P07917,2025-11-12 20:31:26,670,Voice,Answered
C0150755,P01787,P02521,2025-10-03 09:50:56,474,VoIP,Missed
C0150756,P07911,P08860,2025-02-23 14:54:54,324,Voice,Answered
C0150757,P03595,P02755,2025-03-23 07:23:09,520,VoIP,Answered
C0150758,P09317,P08702,2025-04-25 13:46:38,858,Voice,Answered
C0150759,P03673,P01337,2025-05-19 22:32:02,206,Voice,Answered
C0150760,P00989,P01067,2025-03-12 01:43:12,147,Voice,Voicemail
C0150761,P07730,P09702,2025-12-23 18:34:52,370,VoIP,Answered
C0150762,P08464,P02171,2025-04-08 02:29:02,869,VoIP,Answered
C0150763,P02601,P09160,2025-04-04 07:24:30,780,Voice,Answered
C0150764,P04391,P07110,2025-01-28 14:42:18,56,VoIP,Answered
C0150765,P09090,P04589,2025-10-12 08:42:37,472,Voice,Answered
C0150766,P02397,P00589,2025-11-15 17:42:09,223,Voice,Answered
C0150767,P03449,P05064,2025-10-24 20:59:41,342,Voice,Answered
C0150768,P07881,P07026,2025-06-14 12:55:59,726,SMS,Answered
C0150769,P04902,P03133,2025-02-02 21:44:24,28,Voice,Answered
C0150770,P00067,P04897,2025-10-23 03:17:34,821,VoIP,Answered
C0150771,P01125,P02275,2025-12-19 03:57:36,218,VoIP,Answered
C0150772,P00934,P02140,2025-02-23 05:06:21,282,VoIP,Answered
C0150773,P00969,P04877,2025-11-10 05:37:51,741,VoIP,Missed
C0150774,P02937,P02225,2025-10-10 18:29:32,583,VoIP,Answered
C0150775,P05869,P02641,2025-07-04 22:35:17,330,Voice,Answered
C0150776,P00235,P04623,2025-09-11 02:47:14,562,Voice,Answered
C0150777,P00036,P02093,2025-02-27 11:25:03,306,Voice,Answered
C0150778,P01489,P06965,2025-03-05 10:59:30,690,Voice,Answered
C0150779,P08453,P00033,2025-10-13 07:43:13,507,VoIP,Answered
C0150780,P07242,P02956,2025-11-09 17:43:26,899,Voice,Answered
C0150781,P04207,P03646,2025-10-28 17:40:46,346,Voice,Answered
C0150782,P09731,P07983,2025-09-07 09:51:25,100,Voice,Answered
C0150783,P07282,P00967,2025-08-17 11:43:30,852,Voice,Answered
C0150784,P07798,P08731,2025-01-19 20:51:01,780,Voice,Answered
C0150785,P06322,P03606,2025-04-18 01:55:15,107,Voice,Answered
C0150786,P03815,P07941,2025-08-22 08:58:27,803,Voice,Answered
C0150787,P01976,P07538,2025-02-08 22:35:57,680,Voice,Answered
C0150788,P06477,P00404,2025-06-30 17:56:38,791,Voice,Answered
C0150789,P03622,P08680,2025-05-05 07:36:53,120,Voice,Answered
C0150790,P01322,P06490,2025-10-13 17:49:32,323,VoIP,Answered
C0150791,P06119,P01460,2025-02-04 12:21:24,423,Voice,Answered
C0150792,P01338,P07520,2025-09-02 03:50:30,728,Voice,Answered
C0150793,P04942,P02300,2025-11-25 00:32:25,486,Voice,Answered
C0150794,P07095,P04477,2025-01-28 00:02:00,350,Voice,Answered
C0150795,P02319,P03916,2025-03-22 08:14:01,276,Voice,Answered
C0150796,P08861,P01812,2025-10-30 06:58:25,877,SMS,Answered
C0150797,P03949,P06445,2025-04-02 21:50:30,281,Voice,Answered
C0150798,P09091,P02711,2025-05-30 10:56:51,565,Voice,Missed
C0150799,P04208,P03845,2025-08-19 02:08:38,552,Voice,Answered
C0150800,P01635,P07026,2025-01-28 03:56:50,703,VoIP,Answered
C0150801,P08484,P07875,2025-12-26 23:30:38,217,SMS,Answered
C0150802,P09881,P01985,2025-02-11 08:23:50,142,Voice,Answered
C0150803,P03895,P07628,2025-02-23 00:56:43,117,Voice,Answered
C0150804,P09341,P05872,2025-03-21 19:44:30,443,VoIP,Answered
C0150805,P00604,P05908,2025-05-26 08:21:00,482,Voice,Answered
C0150806,P03213,P07110,2025-04-19 21:44:31,650,Voice,Answered
C0150807,P09375,P08335,2025-12-14 05:58:44,549,SMS,Answered
C0150808,P02894,P06810,2025-03-10 12:41:37,579,Voice,Answered
C0150809,P08390,P05367,2025-07-18 12:46:18,5,Voice,Answered
C0150810,P07239,P08477,2025-09-29 21:02:42,517,SMS,Answered
C0150811,P00222,P09726,2025-03-04 18:20:07,551,Voice,Answered
C0150812,P02678,P09435,2025-05-06 22:47:57,818,Voice,Answered
C0150813,P07080,P08609,2025-04-05 14:36:40,359,Voice,Answered
C0150814,P03674,P07859,2025-04-11 15:28:47,379,SMS,Answered
C0150815,P08364,P04708,2025-05-24 19:10:34,101,Voice,Answered
C0150816,P03428,P02027,2025-09-13 17:51:57,11,Voice,Answered
C0150817,P06903,P04921,2025-12-08 05:27:12,456,VoIP,Voicemail
C0150818,P09642,P00663,2025-04-02 04:06:23,605,VoIP,Answered
C0150819,P03285,P02754,2025-12-28 23:51:17,580,Voice,Missed
C0150820,P06612,P09877,2025-09-14 19:59:39,729,Voice,Missed
C0150821,P01998,P09304,2025-05-09 17:01:36,406,Voice,Answered
C0150822,P09067,P08845,2025-05-05 12:13:59,176,Voice,Answered
C0150823,P05444,P07460,2025-12-14 17:04:31,473,Voice,Answered
C0150824,P09939,P04431,2025-09-11 10:17:31,798,Voice,Answered
C0150825,P02894,P08228,2025-06-22 05:58:43,573,VoIP,Answered
C0150826,P01993,P00288,2025-07-28 18:27:36,890,Voice,Answered
C0150827,P02171,P09798,2025-08-02 00:38:53,234,Voice,Answered
C0150828,P06132,P02999,2025-02-04 07:04:46,668,Voice,Answered
C0150829,P04213,P03509,2025-05-20 09:33:55,808,Voice,Voicemail
C0150830,P09909,P08766,2025-08-23 20:44:25,234,Voice,Answered
C0150831,P05224,P03883,2025-07-05 07:14:22,78,Voice,Missed
C0150832,P01405,P03688,2025-11-09 04:06:16,872,SMS,Answered
C0150833,P02387,P05549,2025-02-27 04:21:29,59,Voice,Answered
C0150834,P06717,P03658,2025-08-03 08:43:00,719,Voice,Answered
C0150835,P01218,P01289,2025-05-04 20:50:43,244,Voice,Answered
C0150836,P06629,P09931,2025-08-15 23:23:58,173,VoIP,Answered
C0150837,P05462,P06180,2025-05-12 05:51:56,16,SMS,Answered
C0150838,P00680,P04030,2025-02-10 23:19:23,836,Voice,Answered
C0150839,P02889,P08795,2025-08-31 18:06:07,753,Voice,Answered
C0150840,P01683,P06540,2025-09-24 00:05:25,241,VoIP,Answered
C0150841,P05735,P02954,2025-05-01 08:22:05,473,Voice,Answered
C0150842,P03063,P04191,2025-11-22 01:20:43,373,Voice,Missed
C0150843,P05997,P04922,2025-06-23 16:37:32,597,VoIP,Answered
C0150844,P02405,P03748,2025-01-02 01:19:26,509,SMS,Voicemail
C0150845,P01899,P00351,2025-04-04 14:13:03,146,Voice,Answered
C0150846,P02856,P02328,2025-03-26 20:26:15,452,Voice,Answered
C0150847,P06505,P08032,2025-09-10 06:48:57,738,Voice,Missed
C0150848,P09090,P08866,2025-09-28 10:24:15,137,Voice,Answered
C0150849,P01544,P07500,2025-06-13 21:07:16,390,Voice,Answered
C0150850,P08589,P02986,2025-09-16 03:49:04,602,Voice,Answered
C0150851,P02476,P00411,2025-09-15 01:50:15,846,Voice,Answered
C0150852,P07182,P03901,2025-10-14 00:54:39,665,Voice,Answered
C0150853,P05793,P08523,2025-03-10 08:17:03,25,SMS,Answered
C0150854,P07252,P07301,2025-09-06 01:28:54,229,Voice,Answered
C0150855,P06053,P09937,2025-07-31 18:13:13,9,Voice,Answered
C0150856,P03959,P09901,2025-02-09 11:21:48,223,Voice,Answered
C0150857,P00393,P07207,2025-06-22 06:33:43,595,Voice,Answered
C0150858,P01392,P02665,2025-12-12 09:36:37,806,VoIP,Answered
C0150859,P00591,P07102,2025-12-11 14:37:12,185,Voice,Answered
C0150860,P01757,P06595,2025-05-27 13:57:41,248,VoIP,Answered
C0150861,P01222,P08305,2025-12-16 08:55:22,595,Voice,Answered
C0150862,P05823,P03906,2025-09-13 12:04:39,206,SMS,Answered
C0150863,P08518,P04949,2025-09-15 04:39:33,388,Voice,Answered
C0150864,P01815,P04000,2025-07-24 13:54:44,597,VoIP,Answered
C0150865,P01434,P01090,2025-02-13 20:24:33,620,Voice,Answered
C0150866,P00547,P04302,2025-04-14 10:03:11,229,Voice,Answered
C0150867,P06217,P00766,2025-03-01 14:42:22,502,Voice,Answered
C0150868,P09756,P03828,2025-11-11 19:32:44,526,Voice,Answered
C0150869,P03914,P05686,2025-03-20 17:15:35,147,Voice,Answered
C0150870,P01841,P07041,2025-07-28 07:06:23,394,Voice,Answered
C0150871,P03623,P08896,2025-07-20 06:24:27,871,Voice,Missed
C0150872,P06517,P06269,2025-11-06 18:25:21,79,VoIP,Answered
C0150873,P04458,P07195,2025-05-22 13:42:29,665,Voice,Missed
C0150874,P09329,P08586,2025-08-23 18:03:09,352,Voice,Missed
C0150875,P07487,P04610,2025-02-06 08:02:22,771,Voice,Voicemail
C0150876,P01104,P01271,2025-02-09 21:09:51,55,Voice,Answered
C0150877,P02564,P02150,2025-08-05 16:27:57,292,VoIP,Voicemail
C0150878,P01546,P00707,2025-11-19 07:22:45,73,SMS,Answered
C0150879,P08083,P06548,2025-06-06 11:35:13,266,SMS,Missed
C0150880,P02098,P08915,2025-06-21 08:07:34,160,Voice,Answered
C0150881,P03659,P04399,2025-07-26 07:38:33,835,Voice,Missed
C0150882,P07922,P05725,2025-12-16 01:49:07,353,Voice,Answered
C0150883,P04424,P02015,2025-02-24 23:24:56,269,VoIP,Answered
C0150884,P05987,P07757,2025-11-15 03:30:52,705,Voice,Answered
C0150885,P05215,P03702,2025-08-09 17:54:29,690,VoIP,Answered
C0150886,P06921,P04568,2025-04-08 06:33:58,154,VoIP,Answered
C0150887,P09749,P01114,2025-12-21 01:54:45,642,Voice,Answered
C0150888,P08883,P02329,2025-07-11 22:30:03,192,Voice,Answered
C0150889,P04541,P03102,2025-02-07 11:34:41,181,VoIP,Answered
C0150890,P00708,P07652,2025-01-23 01:43:09,706,VoIP,Missed
C0150891,P02745,P02890,2025-03-29 19:26:26,145,Voice,Answered
C0150892,P02418,P00672,2025-02-10 16:28:15,613,VoIP,Answered
C0150893,P08644,P07481,2025-04-25 08:52:24,383,Voice,Answered
C0150894,P06714,P07217,2025-10-04 01:45:42,891,Voice,Answered
C0150895,P08902,P06862,2025-01-27 17:24:12,342,Voice,Answered
C0150896,P08869,P00294,2025-12-30 22:13:05,609,Voice,Answered
C0150897,P05994,P00139,2025-03-01 02:13:40,200,Voice,Answered
C0150898,P09505,P02004,2025-03-02 11:50:09,697,Voice,Answered
C0150899,P08151,P02029,2025-03-24 13:40:14,537,Voice,Answered
C0150900,P00498,P03021,2025-01-27 00:17:28,462,Voice,Answered
C0150901,P01473,P07110,2025-12-29 21:44:58,604,Voice,Answered
C0150902,P08038,P08600,2025-03-02 11:00:35,819,VoIP,Answered
C0150903,P06661,P05154,2025-08-18 05:06:55,437,Voice,Answered
C0150904,P02722,P03694,2025-06-24 11:04:04,414,SMS,Answered
C0150905,P08783,P06776,2025-02-14 21:09:57,696,Voice,Answered
C0150906,P05447,P05487,2025-07-27 05:20:36,490,Voice,Missed
C0150907,P04257,P03556,2025-11-07 02:26:41,25,VoIP,Answered
C0150908,P05508,P03748,2025-03-21 00:14:24,185,VoIP,Answered
C0150909,P07184,P07578,2025-11-12 17:58:30,369,Voice,Answered
C0150910,P02569,P08072,2025-06-22 03:23:34,849,Voice,Missed
C0150911,P09553,P08585,2025-07-30 01:58:09,848,VoIP,Missed
C0150912,P06735,P04911,2025-05-16 08:34:04,711,Voice,Missed
C0150913,P07826,P00471,2025-09-17 16:03:35,791,Voice,Answered
C0150914,P01866,P00208,2025-10-13 15:19:32,284,Voice,Answered
C0150915,P01226,P05403,2025-11-02 13:13:51,165,Voice,Answered
C0150916,P05811,P05826,2025-01-04 17:44:21,392,SMS,Answered
C0150917,P07657,P07293,2025-03-17 08:09:59,256,Voice,Answered
C0150918,P04098,P09330,2025-12-04 20:56:40,565,SMS,Missed
C0150919,P08523,P04897,2025-10-04 04:33:10,732,SMS,Answered
C0150920,P08530,P08673,2025-07-10 11:12:19,476,Voice,Answered
C0150921,P07324,P09867,2025-08-27 17:21:16,707,Voice,Missed
C0150922,P08333,P00744,2025-05-17 21:04:53,693,Voice,Answered
C0150923,P04756,P01722,2025-06-24 04:02:24,498,Voice,Answered
C0150924,P07645,P05608,2025-06-05 08:32:50,896,Voice,Answered
C0150925,P04982,P02845,2025-10-14 14:10:32,708,VoIP,Answered
C0150926,P08407,P03284,2025-01-23 08:25:08,705,Voice,Answered
C0150927,P08894,P07692,2025-09-11 09:14:31,730,Voice,Voicemail
C0150928,P00632,P04947,2025-11-29 03:20:50,365,Voice,Missed
C0150929,P00290,P06566,2025-08-06 00:16:16,363,Voice,Answered
C0150930,P02895,P04013,2025-04-07 03:10:00,721,Voice,Missed
C0150931,P03928,P04960,2025-04-17 16:05:36,89,VoIP,Answered
C0150932,P03703,P05456,2025-01-12 15:46:39,109,Voice,Answered
C0150933,P05677,P02759,2025-10-24 21:20:11,234,SMS,Answered
C0150934,P00322,P03046,2025-01-10 09:34:50,708,Voice,Answered
C0150935,P02962,P03599,2025-03-15 12:50:00,613,Voice,Answered
C0150936,P08514,P07086,2025-12-25 19:52:34,299,VoIP,Answered
C0150937,P03911,P00386,2025-12-19 23:38:29,26,Voice,Answered
C0150938,P08781,P04236,2025-03-07 23:19:02,477,SMS,Answered
C0150939,P04018,P04019,2025-08-08 03:45:43,119,Voice,Missed
C0150940,P00231,P08023,2025-12-03 04:29:09,331,Voice,Answered
C0150941,P03529,P06621,2025-06-18 13:45:47,813,Voice,Answered
C0150942,P08829,P07229,2025-10-12 10:31:18,606,VoIP,Answered
C0150943,P01324,P08173,2025-02-06 09:06:46,20,Voice,Answered
C0150944,P08903,P04424,2025-04-07 18:15:10,847,Voice,Answered
C0150945,P07842,P09748,2025-11-09 10:40:54,653,Voice,Missed
C0150946,P08572,P07994,2025-04-06 10:29:29,325,Voice,Answered
C0150947,P06321,P06194,2025-04-03 23:58:27,254,Voice,Answered
C0150948,P01129,P01997,2025-07-27 02:24:35,832,Voice,Answered
C0150949,P02217,P04224,2025-04-02 01:51:21,488,Voice,Answered
C0150950,P04960,P01842,2025-10-06 17:55:00,50,Voice,Answered
C0150951,P00649,P00650,2025-11-05 17:11:08,139,Voice,Answered
C0150952,P03250,P09572,2025-11-25 23:02:31,823,Voice,Answered
C0150953,P06198,P04005,2025-03-19 09:37:16,212,SMS,Missed
C0150954,P06343,P06357,2025-06-20 19:48:03,780,Voice,Answered
C0150955,P01563,P05913,2025-11-03 00:03:22,752,VoIP,Answered
C0150956,P04061,P03810,2025-10-21 15:25:18,417,Voice,Answered
C0150957,P08903,P07819,2025-03-22 10:34:38,684,Voice,Answered
C0150958,P05818,P02982,2025-11-07 18:30:40,186,Voice,Answered
C0150959,P08618,P08963,2025-10-30 08:30:12,590,Voice,Missed
C0150960,P04988,P06362,2025-09-12 21:11:26,571,Voice,Answered
C0150961,P05279,P04114,2025-03-14 20:42:28,736,Voice,Missed
C0150962,P07485,P06788,2025-02-04 06:42:41,298,Voice,Answered
C0150963,P09096,P09448,2025-05-07 10:20:30,888,Voice,Voicemail
C0150964,P09511,P05553,2025-07-17 12:45:38,409,Voice,Answered
C0150965,P07674,P08777,2025-03-18 05:38:56,599,Voice,Answered
C0150966,P01487,P00648,2025-05-23 04:30:19,560,Voice,Answered
C0150967,P07727,P08099,2025-10-04 20:12:49,607,Voice,Answered
C0150968,P04438,P06382,2025-01-18 13:15:02,78,Voice,Answered
C0150969,P02567,P03056,2025-07-22 18:30:25,839,Voice,Answered
C0150970,P04943,P01251,2025-07-30 14:30:30,350,Voice,Answered
C0150971,P06814,P00378,2025-07-02 01:49:27,582,VoIP,Answered
C0150972,P01809,P07206,2025-07-25 23:28:51,372,Voice,Missed
C0150973,P08169,P00392,2025-05-16 11:13:45,606,Voice,Voicemail
C0150974,P08374,P02017,2025-08-26 04:41:07,807,Voice,Answered
C0150975,P05683,P07428,2025-04-11 15:29:22,597,Voice,Answered
C0150976,P04273,P08606,2025-04-19 20:49:46,177,Voice,Missed
C0150977,P02979,P08185,2025-09-23 20:35:00,40,Voice,Answered
C0150978,P03903,P09574,2025-03-24 16:14:57,627,Voice,Answered
C0150979,P05272,P04280,2025-01-05 03:39:40,831,Voice,Answered
C0150980,P09490,P02890,2025-07-16 20:40:01,840,Voice,Answered
C0150981,P07727,P09253,2025-10-30 20:17:23,270,SMS,Voicemail
C0150982,P06637,P01333,2025-09-05 00:45:24,520,Voice,Answered
C0150983,P07405,P05497,2025-04-19 05:28:45,154,Voice,Answered
C0150984,P00446,P05537,2025-12-21 08:27:40,537,Voice,Answered
C0150985,P04556,P02531,2025-02-11 23:18:57,495,SMS,Answered
C0150986,P08005,P04697,2025-07-08 16:06:34,434,Voice,Answered
C0150987,P09282,P04847,2025-08-14 22:42:01,439,Voice,Answered
C0150988,P03637,P04693,2025-04-18 05:26:44,23,Voice,Answered
C0150989,P07781,P05995,2025-06-28 06:28:47,149,Voice,Missed
C0150990,P06080,P09582,2025-10-21 03:38:55,334,VoIP,Answered
C0150991,P03077,P03695,2025-10-06 12:06:24,114,Voice,Missed
C0150992,P05975,P00065,2025-08-07 23:57:52,240,Voice,Answered
C0150993,P06132,P08416,2025-03-03 18:37:43,458,Voice,Answered
C0150994,P03048,P03150,2025-03-22 21:15:46,319,Voice,Missed
C0150995,P09724,P09274,2025-12-19 13:12:26,450,Voice,Answered
C0150996,P00080,P09802,2025-05-23 18:54:36,683,Voice,Answered
C0150997,P09476,P01432,2025-01-16 07:38:49,791,Voice,Answered
C0150998,P05263,P01309,2025-01-14 20:41:41,606,Voice,Answered
C0150999,P07808,P01377,2025-01-03 09:25:59,628,Voice,Answered
C0151000,P04273,P00765,2025-11-22 22:58:43,473,Voice,Answered
C0151001,P08482,P04211,2025-12-04 20:56:20,309,SMS,Answered
C0151002,P08689,P08690,2025-07-29 22:21:41,249,SMS,Missed
C0151003,P00217,P00464,2025-05-05 04:23:44,335,Voice,Answered
C0151004,P07119,P00732,2025-08-04 11:26:32,801,SMS,Answered
C0151005,P01054,P05869,2025-01-11 07:54:31,845,SMS,Answered
C0151006,P04521,P02469,2025-03-15 14:52:11,51,Voice,Answered
C0151007,P03975,P05552,2025-07-28 19:20:28,116,Voice,Answered
C0151008,P08429,P00373,2025-08-26 17:56:04,634,Voice,Answered
C0151009,P03773,P07602,2025-05-07 10:56:11,209,Voice,Answered
C0151010,P02954,P05989,2025-08-02 10:48:57,573,Voice,Answered
C0151011,P08893,P04496,2025-06-01 12:49:37,323,Voice,Voicemail
C0151012,P07198,P02360,2025-07-01 10:21:24,833,Voice,Answered
C0151013,P06772,P00799,2025-01-19 02:19:31,438,Voice,Answered
C0151014,P06224,P07130,2025-05-17 08:26:55,476,VoIP,Answered
C0151015,P05715,P09312,2025-07-26 15:17:41,600,Voice,Answered
C0151016,P06168,P09319,2025-12-15 04:55:19,244,Voice,Answered
C0151017,P04535,P04170,2025-02-17 22:01:48,61,Voice,Answered
C0151018,P08463,P02865,2025-01-02 01:33:34,853,Voice,Answered
C0151019,P03748,P01169,2025-06-27 04:36:05,121,Voice,Missed
C0151020,P01434,P03207,2025-12-09 21:07:37,31,Voice,Answered
C0151021,P09056,P08890,2025-03-18 08:11:09,316,VoIP,Answered
C0151022,P06522,P03363,2025-08-05 02:22:52,625,Voice,Answered
C0151023,P04289,P03095,2025-01-16 16:46:44,118,Voice,Answered
C0151024,P04323,P06438,2025-08-18 11:25:33,801,Voice,Answered
C0151025,P08845,P04282,2025-06-23 06:28:30,792,Voice,Missed
C0151026,P09131,P05529,2025-03-06 11:08:20,393,Voice,Missed
C0151027,P07549,P09023,2025-11-05 11:06:01,444,Voice,Answered
C0151028,P08712,P04512,2025-08-03 22:12:06,683,Voice,Answered
C0151029,P08698,P06129,2025-07-05 08:13:52,890,Voice,Answered
C0151030,P00253,P05020,2025-03-13 04:09:10,487,Voice,Answered
C0151031,P04106,P06084,2025-02-13 17:19:48,814,Voice,Answered
C0151032,P01436,P05589,2025-05-05 13:02:17,368,Voice,Answered
C0151033,P01714,P03290,2025-08-15 11:06:06,618,Voice,Missed
C0151034,P04323,P08882,2025-12-18 04:18:24,176,Voice,Missed
C0151035,P02197,P01943,2025-07-13 00:33:08,745,Voice,Answered
C0151036,P01129,P05643,2025-03-13 14:38:05,96,Voice,Answered
C0151037,P00521,P01263,2025-12-24 20:53:06,417,Voice,Answered
C0151038,P09740,P02388,2025-01-20 06:21:08,166,Voice,Answered
C0151039,P06339,P08793,2025-08-16 20:02:25,155,Voice,Answered
C0151040,P09837,P09939,2025-07-03 21:00:19,360,Voice,Answered
C0151041,P07161,P02252,2025-04-29 07:33:24,247,Voice,Voicemail
C0151042,P00508,P02150,2025-07-25 23:31:51,435,VoIP,Answered
C0151043,P08888,P00891,2025-03-29 16:41:44,747,Voice,Voicemail
C0151044,P02545,P05944,2025-08-19 03:20:31,549,Voice,Missed
C0151045,P08809,P04065,2025-12-25 13:28:41,434,Voice,Missed
C0151046,P05258,P07952,2025-02-26 15:07:10,162,Voice,Answered
C0151047,P02067,P09185,2025-08-26 22:28:32,86,Voice,Answered
C0151048,P08038,P01451,2025-01-07 07:38:22,357,Voice,Answered
C0151049,P07667,P05760,2025-04-27 10:17:49,10,VoIP,Answered
C0151050,P00861,P01102,2025-12-25 13:24:51,420,Voice,Answered
C0151051,P08237,P06312,2025-10-17 20:09:01,168,Voice,Answered
C0151052,P02434,P00689,2025-03-25 08:41:04,5,Voice,Answered
C0151053,P07855,P07253,2025-01-20 22:57:44,742,SMS,Missed
C0151054,P02699,P02626,2025-09-18 04:46:21,439,VoIP,Answered
C0151055,P05007,P02835,2025-04-03 20:03:42,507,VoIP,Answered
C0151056,P09131,P08029,2025-03-13 06:53:58,562,VoIP,Answered
C0151057,P06906,P03935,2025-09-21 11:02:24,76,Voice,Missed
C0151058,P07932,P07948,2025-04-11 07:54:48,405,Voice,Answered
C0151059,P06558,P08279,2025-07-19 19:58:08,640,Voice,Answered
C0151060,P06916,P06070,2025-07-04 07:02:49,879,VoIP,Answered
C0151061,P01135,P02652,2025-01-01 20:32:26,53,Voice,Voicemail
C0151062,P01686,P09100,2025-01-30 21:22:52,34,VoIP,Missed
C0151063,P08702,P04099,2025-02-12 10:37:12,446,Voice,Answered
C0151064,P00199,P01637,2025-06-29 21:03:58,115,Voice,Answered
C0151065,P02890,P09599,2025-09-23 15:11:06,199,Voice,Answered
C0151066,P05023,P05024,2025-08-28 14:43:23,159,Voice,Answered
C0151067,P04493,P09947,2025-08-17 21:36:57,616,Voice,Answered
C0151068,P00943,P00021,2025-12-13 18:10:32,519,VoIP,Answered
C0151069,P07901,P07902,2025-12-27 20:42:34,437,VoIP,Answered
