fir_id,person_a,person_b,crime_type,date,location,case_status
F013816,P09898,P09315,Organized Fraud,2025-05-17,Hyderabad,Under Investigation
F013817,P01984,P04084,Illegal Financing,2025-05-01,Ahmedabad,Under Investigation
F013818,P00408,P03536,Extortion,2025-08-15,Hyderabad,Under Investigation
F013819,P01128,P00703,Money Laundering,2025-05-28,Ahmedabad,Under Investigation
F013820,P07364,P05278,Money Laundering,2025-10-24,Vadodara,Open
F013821,P04175,P04127,Organized Fraud,2025-06-11,Pune,Under Investigation
F013822,P05023,P00402,Organized Fraud,2025-01-18,Rajkot,Open
F013823,P04609,P03597,Organized Fraud,2025-05-02,Mumbai,Under Investigation
F013824,P03676,P00882,Money Laundering,2025-07-03,Delhi,Closed
F013825,P00473,P01437,Cyber Fraud,2025-11-14,Pune,Open
F013826,P07116,P00487,Money Laundering,2025-06-06,Pune,Open
F013827,P03627,P05558,Illegal Financing,2025-07-31,Kolkata,Open
F013828,P01112,P08250,Illegal Financing,2025-04-03,Delhi,Open
F013829,P06053,P08165,Extortion,2025-11-03,Mumbai,Under Investigation
F013830,P08090,P04076,Extortion,2025-01-05,Pune,Under Investigation
F013831,P04909,P06631,Financial Fraud,2025-11-24,Delhi,Open
F013832,P06533,P06687,Illegal Financing,2025-05-13,Kolkata,Open
F013833,P03420,P09359,Illegal Financing,2025-12-05,Bengaluru,Open
F013834,P06261,P00761,Cyber Fraud,2025-04-12,Delhi,Open
F013835,P03360,P09475,Money Laundering,2025-09-11,Pune,Open
F013836,P06432,P07683,Organized Fraud,2025-06-15,Surat,Closed
F013837,P07309,P07994,Money Laundering,2025-02-08,Vadodara,Under Investigation
F013838,P08043,P09395,Extortion,2025-05-16,Jaipur,Closed
F013839,P04403,P02165,Illegal Financing,2025-03-28,Kolkata,Under Investigation
F013840,P08732,P01289,Money Laundering,2025-06-11,Ahmedabad,Open
F013841,P05936,P07139,Illegal Financing,2025-10-22,Delhi,Open
F013842,P03179,P00628,Financial Fraud,2025-09-21,Vadodara,Under Investigation
F013843,P05788,P06130,Extortion,2025-05-01,Indore,Open
F013844,P09206,P09737,Illegal Financing,2025-02-11,Pune,Open
F013845,P04398,P07929,Organized Fraud,2025-07-04,Hyderabad,Under Investigation
F013846,P02683,P08221,Extortion,2025-08-31,Surat,Closed
F013847,P08924,P03728,Organized Fraud,2025-04-12,Hyderabad,Open
F013848,P04813,P08389,Illegal Financing,2025-02-03,Bengaluru,Under Investigation
F013849,P00284,P09746,Organized Fraud,2025-04-21,Kolkata,Open
F013850,P09950,P03124,Illegal Financing,2025-10-27,Ahmedabad,Under Investigation
F013851,P01495,P09151,Financial Fraud,2025-08-13,Indore,Open
F013852,P02281,P02120,Financial Fraud,2025-11-18,Pune,Closed
F013853,P01300,P05121,Financial Fraud,2025-09-02,Pune,Under Investigation
F013854,P05541,P08273,Illegal Financing,2025-06-27,Kolkata,Closed
F013855,P01537,P05224,Illegal Financing,2025-07-28,Vadodara,Under Investigation
F013856,P05300,P01633,Money Laundering,2025-10-21,Jaipur,Open
F013857,P02067,P00870,Financial Fraud,2025-04-04,Mumbai,Open
F013858,P08790,P06288,Extortion,2025-09-09,Pune,Under Investigation
F013859,P01315,P04708,Money Laundering,2025-05-16,Kolkata,Closed
F013860,P03703,P05998,Money Laundering,2025-10-10,Ahmedabad,Open
F013861,P01774,P03991,Illegal Financing,2025-05-28,Indore,Open
F013862,P01856,P04749,Extortion,2025-09-13,Bengaluru,Open
F013863,P02810,P02761,Extortion,2025-12-04,Ahmedabad,Under Investigation
F013864,P03727,P04581,Money Laundering,2025-04-20,Kolkata,Under Investigation
F013865,P03119,P08245,Financial Fraud,2025-09-12,Delhi,Open
F013866,P07485,P07565,Financial Fraud,2025-09-19,Jaipur,Open
F013867,P09598,P08734,Illegal Financing,2025-03-03,Ahmedabad,Open
F013868,P03843,P00759,Organized Fraud,2025-04-27,Delhi,Under Investigation
F013869,P04666,P09364,Illegal Financing,2025-06-13,Mumbai,Open
F013870,P06978,P05469,Extortion,2025-03-28,Delhi,Under Investigation
F013871,P00562,P05349,Financial Fraud,2025-12-19,Pune,Under Investigation
F013872,P08407,P00243,Cyber Fraud,2025-02-09,Pune,Under Investigation
F013873,P07159,P09515,Cyber Fraud,2025-06-17,Jaipur,Under Investigation
F013874,P08709,P02293,Cyber Fraud,2025-07-03,Mumbai,Open
F013875,P01732,P03277,Extortion,2025-04-11,Hyderabad,Under Investigation
F013876,P04161,P05923,Illegal Financing,2025-01-05,Vadodara,Under Investigation
F013877,P01530,P06872,Cyber Fraud,2025-11-18,Vadodara,Open
F013878,P00395,P01347,Organized Fraud,2025-02-07,Rajkot,Under Investigation
F013879,P00828,P00298,Illegal Financing,2025-01-27,Ahmedabad,Open
F013880,P01852,P02311,Illegal Financing,2025-05-27,Vadodara,Open
F013881,P01203,P07507,Money Laundering,2025-08-27,Surat,Under Investigation
F013882,P02744,P01435,Extortion,2025-04-08,Pune,Open
F013883,P07619,P01151,Money Laundering,2025-11-14,Bengaluru,Under Investigation
F013884,P04403,P06151,Financial Fraud,2025-07-03,Bengaluru,Under Investigation
F013885,P04927,P03381,Financial Fraud,2025-08-15,Vadodara,Under Investigation
F013886,P07970,P05716,Cyber Fraud,2025-11-05,Indore,Open
F013887,P08650,P07391,Cyber Fraud,2025-11-18,Pune,Open
F013888,P05670,P02933,Money Laundering,2025-09-14,Vadodara,Open
F013889,P00076,P00851,Extortion,2025-01-12,Pune,Closed
F013890,P09007,P06818,Cyber Fraud,2025-01-13,Hyderabad,Under Investigation
F013891,P09426,P01067,Cyber Fraud,2025-09-16,Vadodara,Under Investigation
F013892,P03784,P08730,Organized Fraud,2025-09-08,Indore,Closed
F013893,P01697,P08814,Financial Fraud,2025-10-09,Jaipur,Open
F013894,P00224,P03960,Illegal Financing,2025-06-03,Bengaluru,Open
F013895,P01395,P07052,Illegal Financing,2025-10-26,Jaipur,Open
F013896,P00552,P09096,Financial Fraud,2025-03-03,Vadodara,Under Investigation
F013897,P07761,P02799,Illegal Financing,2025-02-28,Vadodara,Open
F013898,P08557,P07155,Extortion,2025-03-15,Indore,Closed
F013899,P07015,P06565,Financial Fraud,2025-04-27,Pune,Open
F013900,P02849,P00311,Cyber Fraud,2025-09-21,Pune,Under Investigation
F013901,P06195,P01986,Money Laundering,2025-03-03,Pune,Open
F013902,P05704,P01384,Financial Fraud,2025-04-28,Vadodara,Open
F013903,P05929,P04587,Organized Fraud,2025-03-29,Pune,Under Investigation
F013904,P09026,P09980,Organized Fraud,2025-07-31,Rajkot,Open
F013905,P07381,P01289,Financial Fraud,2025-08-13,Bengaluru,Under Investigation
F013906,P02034,P02501,Organized Fraud,2025-04-09,Indore,Open
F013907,P01260,P06987,Financial Fraud,2025-02-17,Kolkata,Under Investigation
F013908,P02608,P03848,Cyber Fraud,2025-02-07,Jaipur,Closed
F013909,P01235,P01506,Illegal Financing,2025-11-03,Surat,Under Investigation
F013910,P06970,P01785,Extortion,2025-01-08,Delhi,Open
F013911,P04435,P01611,Money Laundering,2025-11-06,Delhi,Under Investigation
F013912,P06331,P05845,Financial Fraud,2025-03-20,Hyderabad,Open
F013913,P03929,P03715,Money Laundering,2025-09-19,Bengaluru,Under Investigation
F013914,P09322,P03846,Extortion,2025-12-27,Jaipur,Open
F013915,P05885,P04297,Extortion,2025-02-24,Delhi,Closed
F013916,P02794,P00272,Organized Fraud,2025-10-21,Bengaluru,Open
F013917,P01385,P01386,Extortion,2025-09-03,Kolkata,Under Investigation
F013918,P04950,P04186,Illegal Financing,2025-08-11,Pune,Under Investigation
F013919,P09580,P07905,Financial Fraud,2025-09-29,Pune,Open
F013920,P03815,P05575,Organized Fraud,2025-08-16,Delhi,Open
F013921,P07424,P06519,Financial Fraud,2025-04-29,Hyderabad,Under Investigation
F013922,P01681,P00520,Money Laundering,2025-08-08,Kolkata,Open
F013923,P00553,P00133,Illegal Financing,2025-12-01,Hyderabad,Under Investigation
F013924,P02468,P07181,Illegal Financing,2025-03-06,Vadodara,Closed
F013925,P04888,P00073,Illegal Financing,2025-04-09,Indore,Open
F013926,P01989,P07918,Illegal Financing,2025-03-15,Vadodara,Under Investigation
F013927,P01229,P09679,Financial Fraud,2025-10-22,Kolkata,Under Investigation
F013928,P04419,P03103,Cyber Fraud,2025-01-20,Vadodara,Open
F013929,P04913,P09779,Money Laundering,2025-02-26,Rajkot,Under Investigation
F013930,P01755,P00236,Financial Fraud,2025-01-21,Jaipur,Under Investigation
F013931,P03970,P08111,Organized Fraud,2025-06-20,Hyderabad,Open
F013932,P05293,P03523,Money Laundering,2025-08-08,Hyderabad,Under Investigation
F013933,P06888,P06429,Financial Fraud,2025-11-14,Delhi,Open
F013934,P06606,P05517,Cyber Fraud,2025-08-12,Ahmedabad,Closed
F013935,P05052,P00888,Money Laundering,2025-03-11,Mumbai,Open
F013936,P02151,P01879,Organized Fraud,2025-09-14,Surat,Open
F013937,P01351,P01764,Financial Fraud,2025-02-24,Bengaluru,Under Investigation
F013938,P01285,P04634,Cyber Fraud,2025-05-12,Kolkata,Under Investigation
F013939,P08656,P08903,Cyber Fraud,2025-05-19,Indore,Open
F013940,P09931,P08694,Organized Fraud,2025-12-29,Indore,Open
F013941,P02778,P07443,Extortion,2025-12-27,Surat,Open
F013942,P08851,P03929,Financial Fraud,2025-10-15,Surat,Open
F013943,P06373,P09923,Illegal Financing,2025-05-12,Jaipur,Under Investigation
F013944,P06354,P01391,Money Laundering,2025-11-15,Delhi,Open
F013945,P09277,P09131,Organized Fraud,2025-09-25,Ahmedabad,Open
F013946,P05829,P00286,Money Laundering,2025-10-24,Bengaluru,Closed
F013947,P01772,P04654,Cyber Fraud,2025-11-04,Delhi,Under Investigation
F013948,P08650,P02846,Extortion,2025-10-23,Pune,Under Investigation
F013949,P05474,P02150,Financial Fraud,2025-10-30,Rajkot,Under Investigation
F013950,P07264,P04462,Cyber Fraud,2025-08-09,Surat,Open
F013951,P01944,P04262,Money Laundering,2025-10-28,Rajkot,Open
F013952,P01124,P09201,Money Laundering,2025-09-19,Pune,Closed
F013953,P03412,P08571,Money Laundering,2025-04-23,Surat,Closed
F013954,P06585,P02220,Extortion,2025-04-14,Kolkata,Closed
F013955,P07469,P00643,Money Laundering,2025-09-14,Mumbai,Closed
F013956,P06543,P05751,Financial Fraud,2025-02-10,Hyderabad,Open
F013957,P08311,P03766,Financial Fraud,2025-04-18,Mumbai,Open
F013958,P09131,P04760,Organized Fraud,2025-11-12,Ahmedabad,Open
F013959,P08405,P07307,Organized Fraud,2025-01-28,Pune,Under Investigation
F013960,P08925,P07749,Financial Fraud,2025-01-12,Vadodara,Closed
F013961,P05356,P04113,Money Laundering,2025-10-11,Kolkata,Open
F013962,P06773,P06477,Organized Fraud,2025-01-15,Ahmedabad,Open
F013963,P00045,P06223,Extortion,2025-09-20,Pune,Open
F013964,P08331,P08186,Cyber Fraud,2025-08-29,Rajkot,Closed
F013965,P07385,P06874,Extortion,2025-11-11,Pune,Open
F013966,P00112,P03507,Illegal Financing,2025-05-18,Vadodara,Under Investigation
F013967,P06328,P07443,Money Laundering,2025-07-18,Ahmedabad,Open
F013968,P08292,P00871,Illegal Financing,2025-11-26,Surat,Under Investigation
F013969,P00950,P09056,Illegal Financing,2025-04-15,Indore,Under Investigation
F013970,P08691,P02317,Cyber Fraud,2025-11-24,Jaipur,Open
F013971,P08854,P05072,Money Laundering,2025-06-20,Kolkata,Open
F013972,P02348,P04191,Financial Fraud,2025-09-29,Surat,Open
F013973,P01275,P02872,Illegal Financing,2025-08-11,Mumbai,Open
F013974,P07516,P09444,Cyber Fraud,2025-03-12,Jaipur,Under Investigation
F013975,P08607,P03797,Organized Fraud,2025-01-10,Ahmedabad,Under Investigation
F013976,P04875,P06163,Cyber Fraud,2025-03-27,Pune,Open
F013977,P01667,P02174,Extortion,2025-10-01,Ahmedabad,Closed
F013978,P05296,P07577,Financial Fraud,2025-01-08,Vadodara,Under Investigation
F013979,P03788,P01368,Financial Fraud,2025-08-22,Surat,Open
F013980,P09741,P09983,Financial Fraud,2025-06-23,Kolkata,Closed
F013981,P03212,P08362,Cyber Fraud,2025-11-05,Mumbai,Under Investigation
F013982,P03373,P02062,Money Laundering,2025-10-29,Mumbai,Under Investigation
F013983,P01783,P06491,Cyber Fraud,2025-02-21,Vadodara,Open
F013984,P09210,P04861,Organized Fraud,2025-05-23,Vadodara,Open
F013985,P00346,P03101,Cyber Fraud,2025-01-16,Jaipur,Under Investigation
F013986,P00446,P01656,Organized Fraud,2025-10-10,Indore,Closed
F013987,P06593,P01097,Organized Fraud,2025-10-14,Kolkata,Open
F013988,P00705,P05657,Extortion,2025-05-27,Hyderabad,Open
F013989,P02316,P06501,Illegal Financing,2025-09-18,Ahmedabad,Closed
F013990,P02086,P06048,Cyber Fraud,2025-06-23,Kolkata,Open
F013991,P07197,P05092,Organized Fraud,2025-03-26,Mumbai,Under Investigation
F013992,P00925,P09983,Organized Fraud,2025-11-30,Indore,Under Investigation
F013993,P03217,P06682,Money Laundering,2025-11-21,Rajkot,Open
F013994,P06767,P03540,Organized Fraud,2025-01-31,Kolkata,Open
F013995,P09121,P02468,Extortion,2025-05-18,Bengaluru,Under Investigation
F013996,P04630,P03990,Extortion,2025-11-17,Kolkata,Under Investigation
F013997,P06363,P08974,Organized Fraud,2025-12-09,Ahmedabad,Under Investigation
F013998,P03560,P04985,Money Laundering,2025-06-10,Hyderabad,Under Investigation
F013999,P07442,P06848,Cyber Fraud,2025-05-11,Delhi,Under Investigation
F014000,P03425,P05047,Money Laundering,2025-07-14,Ahmedabad,Open
F014001,P08793,P09466,Financial Fraud,2025-05-28,Hyderabad,Under Investigation
F014002,P08238,P07190,Financial Fraud,2025-11-08,Hyderabad,Closed
F014003,P09421,P07054,Money Laundering,2025-04-19,Hyderabad,Under Investigation
F014004,P01763,P05246,Money Laundering,2025-08-24,Surat,Under Investigation
F014005,P09433,P02717,Extortion,2025-09-01,Mumbai,Open
F014006,P00494,P03247,Extortion,2025-01-31,Mumbai,Open
F014007,P09904,P07629,Organized Fraud,2025-09-09,Vadodara,Under Investigation
F014008,P05614,P03636,Financial Fraud,2025-06-26,Indore,Open
F014009,P07302,P03703,Financial Fraud,2025-08-23,Mumbai,Under Investigation
F014010,P04963,P00575,Organized Fraud,2025-09-01,Mumbai,Open
F014011,P06701,P06702,Organized Fraud,2025-12-09,Pune,Closed
F014012,P02384,P04361,Cyber Fraud,2025-03-24,Surat,Under Investigation
F014013,P02708,P01295,Cyber Fraud,2025-10-24,Rajkot,Open
F014014,P05404,P03394,Illegal Financing,2025-12-20,Indore,Closed
F014015,P04880,P00016,Financial Fraud,2025-04-22,Surat,Open
F014016,P00505,P08218,Extortion,2025-10-03,Bengaluru,Closed
F014017,P04318,P00918,Extortion,2025-12-26,Vadodara,Under Investigation
F014018,P07157,P00469,Cyber Fraud,2025-02-22,Jaipur,Open
F014019,P08424,P03346,Financial Fraud,2025-12-02,Indore,Open
F014020,P08099,P09923,Extortion,2025-09-30,Ahmedabad,Under Investigation
F014021,P08372,P02343,Illegal Financing,2025-01-29,Hyderabad,Under Investigation
F014022,P09660,P08873,Illegal Financing,2025-06-06,Jaipur,Closed
F014023,P02930,P05916,Extortion,2025-06-21,Bengaluru,Under Investigation
F014024,P03082,P00437,Organized Fraud,2025-04-24,Bengaluru,Open
F014025,P05785,P02208,Cyber Fraud,2025-09-06,Delhi,Open
F014026,P01291,P01720,Illegal Financing,2025-07-06,Surat,Open
F014027,P08086,P00586,Money Laundering,2025-10-02,Hyderabad,Under Investigation
F014028,P02799,P01252,Cyber Fraud,2025-12-30,Ahmedabad,Under Investigation
F014029,P07659,P05225,Organized Fraud,2025-01-20,Hyderabad,Open
F014030,P06658,P02068,Organized Fraud,2025-11-30,Mumbai,Open
F014031,P09071,P03931,Financial Fraud,2025-12-10,Mumbai,Open
F014032,P01467,P09175,Financial Fraud,2025-02-17,Kolkata,Closed
F014033,P09427,P06523,Illegal Financing,2025-01-10,Kolkata,Under Investigation
F014034,P02978,P05497,Extortion,2025-05-28,Pune,Closed
F014035,P04893,P01586,Financial Fraud,2025-08-16,Hyderabad,Open
F014036,P07352,P09070,Organized Fraud,2025-10-15,Surat,Under Investigation
F014037,P06680,P05239,Extortion,2025-09-17,Indore,Closed
F014038,P08501,P09643,Organized Fraud,2025-10-13,Ahmedabad,Open
F014039,P05400,P06426,Cyber Fraud,2025-01-20,Pune,Closed
F014040,P06336,P05658,Extortion,2025-04-10,Jaipur,Open
F014041,P00282,P05491,Organized Fraud,2025-01-01,Pune,Under Investigation
F014042,P00846,P08252,Organized Fraud,2025-12-14,Hyderabad,Open
F014043,P04221,P08374,Illegal Financing,2025-10-21,Delhi,Open
F014044,P06301,P02292,Money Laundering,2025-05-23,Delhi,Under Investigation
F014045,P07968,P05555,Financial Fraud,2025-06-24,Rajkot,Open
F014046,P08953,P00884,Money Laundering,2025-02-22,Indore,Under Investigation
F014047,P06337,P07582,Cyber Fraud,2025-07-16,Indore,Under Investigation
F014048,P00848,P01390,Financial Fraud,2025-10-31,Delhi,Open
F014049,P09412,P06978,Extortion,2025-02-09,Kolkata,Open
F014050,P01894,P08047,Extortion,2025-01-04,Bengaluru,Under Investigation
F014051,P01417,P07282,Financial Fraud,2025-10-07,Jaipur,Under Investigation
F014052,P09152,P01604,Organized Fraud,2025-03-13,Kolkata,Open
F014053,P09875,P07339,Organized Fraud,2025-03-19,Vadodara,Under Investigation
F014054,P09979,P03253,Organized Fraud,2025-11-07,Surat,Under Investigation
F014055,P06649,P05311,Organized Fraud,2025-06-18,Pune,Under Investigation
F014056,P06372,P07825,Financial Fraud,2025-08-24,Hyderabad,Open
F014057,P07013,P05134,Extortion,2025-02-02,Pune,Closed
F014058,P06389,P05451,Illegal Financing,2025-05-08,Jaipur,Open
F014059,P01006,P02356,Cyber Fraud,2025-01-30,Vadodara,Open
F014060,P08284,P09613,Money Laundering,2025-12-15,Surat,Under Investigation
F014061,P06235,P02166,Organized Fraud,2025-09-19,Jaipur,Under Investigation
F014062,P05935,P02567,Organized Fraud,2025-09-14,Bengaluru,Closed
F014063,P02751,P08506,Extortion,2025-06-12,Ahmedabad,Open
F014064,P08682,P02932,Illegal Financing,2025-05-20,Bengaluru,Under Investigation
F014065,P06140,P01228,Money Laundering,2025-01-12,Pune,Open
F014066,P08246,P01477,Money Laundering,2025-12-14,Indore,Under Investigation
F014067,P09804,P09284,Money Laundering,2025-02-26,Jaipur,Under Investigation
F014068,P04922,P01372,Financial Fraud,2025-12-07,Indore,Under Investigation
F014069,P09735,P02646,Organized Fraud,2025-09-18,Delhi,Open
F014070,P03559,P03191,Illegal Financing,2025-06-23,Jaipur,Open
F014071,P09052,P03538,Cyber Fraud,2025-01-21,Kolkata,Open
F014072,P08640,P05638,Organized Fraud,2025-08-18,Rajkot,Open
F014073,P04248,P00274,Extortion,2025-05-01,Ahmedabad,Under Investigation
F014074,P02972,P08974,Illegal Financing,2025-12-09,Pune,Open
F014075,P01574,P05205,Cyber Fraud,2025-11-09,Vadodara,Open
F014076,P01370,P03383,Organized Fraud,2025-05-26,Indore,Open
F014077,P03148,P01158,Financial Fraud,2025-08-19,Rajkot,Under Investigation
F014078,P00864,P08495,Cyber Fraud,2025-09-18,Delhi,Open
F014079,P01640,P02486,Organized Fraud,2025-03-30,Kolkata,Closed
F014080,P07252,P09389,Organized Fraud,2025-10-20,Pune,Under Investigation
F014081,P02439,P04059,Financial Fraud,2025-08-11,Vadodara,Under Investigation
F014082,P03976,P02415,Financial Fraud,2025-09-25,Bengaluru,Open
F014083,P00656,P09221,Organized Fraud,2025-01-22,Hyderabad,Closed
F014084,P08660,P03467,Money Laundering,2025-05-01,Rajkot,Closed
F014085,P00981,P06634,Organized Fraud,2025-09-03,Indore,Closed
F014086,P07235,P04285,Financial Fraud,2025-12-28,Hyderabad,Under Investigation
F014087,P08119,P03205,Financial Fraud,2025-10-12,Delhi,Under Investigation
F014088,P03359,P05303,Cyber Fraud,2025-04-29,Indore,Open
F014089,P05785,P01015,Financial Fraud,2025-04-02,Indore,Under Investigation
F014090,P00922,P05929,Illegal Financing,2025-10-15,Pune,Open
F014091,P00365,P05834,Illegal Financing,2025-06-05,Ahmedabad,Open
F014092,P00571,P07735,Organized Fraud,2025-06-01,Delhi,Open
F014093,P01109,P09364,Extortion,2025-12-31,Delhi,Closed
F014094,P02664,P01263,Organized Fraud,2025-08-01,Vadodara,Open
F014095,P05718,P09473,Financial Fraud,2025-12-05,Indore,Under Investigation
F014096,P05258,P04595,Organized Fraud,2025-01-03,Rajkot,Under Investigation
F014097,P03791,P02410,Money Laundering,2025-05-02,Bengaluru,Open
F014098,P08184,P04768,Organized Fraud,2025-04-09,Jaipur,Closed
F014099,P07760,P07078,Money Laundering,2025-12-20,Kolkata,Under Investigation
F014100,P01514,P06049,Money Laundering,2025-03-07,Surat,Open
F014101,P01630,P03451,Organized Fraud,2025-01-06,Pune,Open
F014102,P02678,P05921,Organized Fraud,2025-04-05,Mumbai,Open
F014103,P08211,P06916,Cyber Fraud,2025-01-18,Pune,Open
F014104,P05604,P00169,Money Laundering,2025-05-31,Hyderabad,Under Investigation
F014105,P03703,P05027,Financial Fraud,2025-09-30,Delhi,Open
F014106,P04966,P08670,Cyber Fraud,2025-12-15,Jaipur,Under Investigation
F014107,P07800,P06359,Extortion,2025-01-10,Bengaluru,Open
F014108,P04522,P07208,Extortion,2025-09-15,Indore,Under Investigation
F014109,P01084,P08424,Extortion,2025-12-01,Pune,Closed
F014110,P00422,P06844,Money Laundering,2025-06-14,Surat,Under Investigation
F014111,P03132,P09315,Money Laundering,2025-10-21,Vadodara,Open
F014112,P02738,P02439,Illegal Financing,2025-01-24,Pune,Under Investigation
F014113,P04385,P08772,Money Laundering,2025-08-12,Ahmedabad,Open
F014114,P00461,P06672,Money Laundering,2025-05-08,Jaipur,Under Investigation
F014115,P08368,P05090,Money Laundering,2025-03-06,Jaipur,Under Investigation
F014116,P02646,P06118,Organized Fraud,2025-08-10,Delhi,Open
F014117,P02611,P00556,Organized Fraud,2025-08-25,Surat,Under Investigation
F014118,P06724,P00831,Extortion,2025-04-30,Hyderabad,Open
F014119,P02766,P03412,Illegal Financing,2025-09-30,Pune,Closed
F014120,P03012,P02661,Organized Fraud,2025-12-17,Jaipur,Open
F014121,P00729,P04359,Illegal Financing,2025-03-17,Delhi,Open
F014122,P08503,P01422,Money Laundering,2025-05-08,Ahmedabad,Open
F014123,P02756,P06346,Extortion,2025-07-08,Kolkata,Under Investigation
F014124,P02663,P09083,Money Laundering,2025-01-16,Surat,Under Investigation
F014125,P06294,P07618,Financial Fraud,2025-09-04,Mumbai,Open
F014126,P01298,P03584,Financial Fraud,2025-02-24,Mumbai,Closed
F014127,P00438,P06519,Organized Fraud,2025-05-30,Indore,Open
F014128,P03221,P03379,Financial Fraud,2025-04-19,Pune,Open
F014129,P03923,P07878,Organized Fraud,2025-09-24,Mumbai,Under Investigation
F014130,P03143,P01721,Illegal Financing,2025-09-17,Bengaluru,Closed
F014131,P09362,P08562,Extortion,2025-09-12,Kolkata,Open
F014132,P02223,P01999,Money Laundering,2025-06-02,Rajkot,Open
F014133,P07965,P09497,Organized Fraud,2025-07-05,Pune,Open
F014134,P05538,P01377,Illegal Financing,2025-05-11,Jaipur,Under Investigation
F014135,P04828,P05597,Cyber Fraud,2025-12-20,Kolkata,Under Investigation
F014136,P08419,P04685,Cyber Fraud,2025-06-14,Kolkata,Under Investigation
F014137,P02152,P00262,Extortion,2025-02-07,Delhi,Open
F014138,P02671,P04359,Extortion,2025-03-13,Bengaluru,Open
F014139,P00729,P09082,Money Laundering,2025-05-05,Hyderabad,Closed
F014140,P01273,P03783,Illegal Financing,2025-10-24,Surat,Under Investigation
F014141,P05572,P00076,Money Laundering,2025-05-14,Indore,Open
F014142,P05605,P06747,Extortion,2025-09-28,Jaipur,Open
F014143,P05056,P01608,Financial Fraud,2025-08-31,Ahmedabad,Closed
F014144,P02296,P02669,Money Laundering,2025-04-15,Pune,Under Investigation
F014145,P03975,P06471,Cyber Fraud,2025-01-19,Bengaluru,Under Investigation
F014146,P00817,P00340,Illegal Financing,2025-08-08,Ahmedabad,Under Investigation
F014147,P02529,P03706,Illegal Financing,2025-03-15,Jaipur,Open
F014148,P03636,P08476,Organized Fraud,2025-08-23,Delhi,Open
F014149,P04023,P03234,Cyber Fraud,2025-11-20,Jaipur,Open
F014150,P00885,P08430,Illegal Financing,2025-03-28,Kolkata,Open
F014151,P07522,P09609,Extortion,2025-03-29,Jaipur,Under Investigation
F014152,P03097,P02072,Illegal Financing,2025-10-08,Rajkot,Under Investigation
F014153,P05583,P04522,Illegal Financing,2025-11-26,Vadodara,Open
F014154,P09807,P03661,Financial Fraud,2025-12-28,Pune,Under Investigation
F014155,P01942,P05779,Extortion,2025-07-28,Vadodara,Under Investigation
F014156,P04303,P09010,Financial Fraud,2025-12-04,Kolkata,Open
F014157,P05940,P05938,Extortion,2025-11-01,Hyderabad,Under Investigation
F014158,P05821,P00935,Organized Fraud,2025-09-03,Kolkata,Under Investigation
F014159,P09254,P04230,Money Laundering,2025-11-23,Hyderabad,Open
F014160,P01858,P09499,Cyber Fraud,2025-08-31,Surat,Open
F014161,P00580,P00581,Organized Fraud,2025-09-05,Surat,Open
F014162,P08148,P03681,Money Laundering,2025-11-15,Hyderabad,Under Investigation
F014163,P08467,P00302,Organized Fraud,2025-02-10,Jaipur,Closed
F014164,P01804,P02121,Cyber Fraud,2025-07-21,Delhi,Under Investigation
F014165,P03945,P02113,Cyber Fraud,2025-12-04,Hyderabad,Closed
F014166,P08473,P08839,Organized Fraud,2025-10-17,Indore,Under Investigation
F014167,P05547,P07695,Illegal Financing,2025-08-31,Hyderabad,Open
F014168,P00362,P06740,Financial Fraud,2025-08-10,Surat,Open
F014169,P00296,P01719,Organized Fraud,2025-09-30,Ahmedabad,Under Investigation
F014170,P06874,P07807,Extortion,2025-08-10,Indore,Under Investigation
F014171,P04682,P02273,Cyber Fraud,2025-07-20,Pune,Open
F014172,P04548,P02931,Illegal Financing,2025-07-07,Mumbai,Open
F014173,P06878,P04893,Illegal Financing,2025-05-31,Surat,Under Investigation
F014174,P03818,P02281,Money Laundering,2025-07-27,Hyderabad,Open
F014175,P09655,P04682,Organized Fraud,2025-08-21,Surat,Closed
F014176,P09859,P05056,Money Laundering,2025-01-27,Ahmedabad,Open
F014177,P06337,P03734,Organized Fraud,2025-05-13,Vadodara,Open
F014178,P02057,P09457,Extortion,2025-08-18,Indore,Under Investigation
F014179,P05843,P03475,Organized Fraud,2025-01-22,Indore,Closed
F014180,P05390,P05118,Illegal Financing,2025-06-07,Mumbai,Open
F014181,P09323,P05487,Organized Fraud,2025-05-20,Hyderabad,Open
F014182,P06591,P03982,Extortion,2025-11-18,Ahmedabad,Under Investigation
F014183,P09778,P00235,Financial Fraud,2025-10-24,Jaipur,Closed
F014184,P06142,P03640,Illegal Financing,2025-06-11,Rajkot,Under Investigation
F014185,P05448,P06118,Cyber Fraud,2025-10-12,Vadodara,Open
F014186,P03488,P08127,Illegal Financing,2025-11-05,Delhi,Under Investigation
F014187,P08368,P03476,Illegal Financing,2025-05-16,Bengaluru,Under Investigation
F014188,P00260,P04819,Organized Fraud,2025-07-09,Bengaluru,Under Investigation
F014189,P09754,P08491,Cyber Fraud,2025-02-12,Delhi,Open
F014190,P05986,P04818,Extortion,2025-05-10,Bengaluru,Under Investigation
F014191,P06244,P05714,Financial Fraud,2025-06-04,Delhi,Open
F014192,P02632,P05698,Extortion,2025-12-01,Pune,Open
F014193,P07181,P04389,Money Laundering,2025-07-14,Surat,Under Investigation
