transaction_id,sender_id,receiver_id,amount_inr,date,method,location,risk_label
T0086190,P04922,P02805,130096,2025-05-02,Bank Transfer,Vadodara,Normal
T0086191,P09578,P09026,215170,2025-04-14,Bank Transfer,Hyderabad,Normal
T0086192,P09280,P04329,313395,2025-04-07,UPI,Indore,Suspicious
T0086193,P08898,P07519,59856,2025-01-20,Bank Transfer,Hyderabad,Normal
T0086194,P08929,P00944,213668,2025-11-16,Bank Transfer,Vadodara,Normal
T0086195,P05167,P07219,21761,2025-09-18,UPI,Indore,Normal
T0086196,P05638,P03336,859,2025-03-01,UPI,Vadodara,Normal
T0086197,P00356,P05784,242185,2025-07-29,Bank Transfer,Kolkata,Normal
T0086198,P09535,P06303,114231,2025-06-09,UPI,Mumbai,Normal
T0086199,P05113,P09988,62865,2025-11-05,Crypto,Hyderabad,Normal
T0086200,P00459,P05344,110498,2025-04-15,Bank Transfer,Ahmedabad,Normal
T0086201,P01581,P09055,96743,2025-06-15,Bank Transfer,Mumbai,Normal
T0086202,P03379,P03726,506200,2025-09-03,Wallet,Mumbai,Suspicious
T0086203,P00722,P06364,97843,2025-09-26,Bank Transfer,Hyderabad,Normal
T0086204,P02181,P05286,37462,2025-05-18,Crypto,Delhi,Normal
T0086205,P05125,P03688,38515,2025-04-23,Cash,Jaipur,Normal
T0086206,P09597,P07172,21739,2025-11-21,Wallet,Ahmedabad,Normal
T0086207,P07078,P04102,351979,2025-06-15,Bank Transfer,Pune,Suspicious
T0086208,P02943,P01086,90859,2025-02-25,UPI,Delhi,Normal
T0086209,P09186,P02875,75762,2025-05-10,Cash,Vadodara,Normal
T0086210,P07177,P00853,50830,2025-02-18,UPI,Surat,Normal
T0086211,P02977,P05975,164474,2025-09-11,Wallet,Indore,Normal
T0086212,P04561,P01289,128314,2025-08-04,Bank Transfer,Mumbai,Normal
T0086213,P01283,P03992,1407683,2025-04-17,Wallet,Ahmedabad,Suspicious
T0086214,P05284,P00875,127038,2025-12-16,Bank Transfer,Bengaluru,Normal
T0086215,P08094,P05486,50735,2025-09-09,UPI,Vadodara,Suspicious
T0086216,P00039,P04328,64331,2025-09-12,Bank Transfer,Surat,Normal
T0086217,P09419,P05247,20902,2025-10-11,Bank Transfer,Ahmedabad,Normal
T0086218,P04316,P01897,353039,2025-02-12,Bank Transfer,Indore,Suspicious
T0086219,P05971,P05503,53887,2025-10-19,UPI,Jaipur,Normal
T0086220,P08174,P04234,292851,2025-10-01,Wallet,Pune,Normal
T0086221,P02719,P05000,71063,2025-08-19,Crypto,Rajkot,Normal
T0086222,P08052,P09312,129005,2025-04-10,Wallet,Hyderabad,Normal
T0086223,P08370,P02854,248880,2025-10-02,Wallet,Vadodara,Normal
T0086224,P07782,P05593,54386,2025-05-02,Crypto,Ahmedabad,Normal
T0086225,P02870,P07937,186291,2025-10-17,Bank Transfer,Vadodara,Normal
T0086226,P05192,P07402,946831,2025-01-21,Crypto,Kolkata,Suspicious
T0086227,P01096,P07120,346866,2025-01-14,Crypto,Delhi,Suspicious
T0086228,P03215,P01692,241448,2025-01-26,Bank Transfer,Indore,Normal
T0086229,P08998,P09541,20810,2025-11-10,Bank Transfer,Hyderabad,Normal
T0086230,P09188,P08708,450908,2025-04-06,Wallet,Ahmedabad,Suspicious
T0086231,P09360,P01559,21773,2025-10-06,UPI,Ahmedabad,Normal
T0086232,P04631,P08762,38633,2025-09-09,UPI,Pune,Normal
T0086233,P09671,P06278,38257,2025-06-14,UPI,Pune,Normal
T0086234,P02835,P08189,23064,2025-11-01,UPI,Indore,Normal
T0086235,P00703,P09399,68452,2025-01-30,UPI,Indore,Normal
T0086236,P05178,P09919,5522,2025-05-29,UPI,Rajkot,Normal
T0086237,P07852,P06805,50935,2025-08-17,Bank Transfer,Rajkot,Normal
T0086238,P01496,P00009,30746,2025-12-19,UPI,Indore,Normal
T0086239,P04983,P04986,49785,2025-04-06,Wallet,Vadodara,Normal
T0086240,P01787,P06416,132186,2025-03-26,Bank Transfer,Vadodara,Normal
T0086241,P08140,P02535,33662,2025-07-03,Bank Transfer,Rajkot,Normal
T0086242,P04579,P09566,396174,2025-11-20,Bank Transfer,Kolkata,Suspicious
T0086243,P02691,P00356,30353,2025-12-31,Crypto,Kolkata,Normal
T0086244,P03538,P00359,63479,2025-12-11,Wallet,Bengaluru,Normal
T0086245,P02040,P00737,329659,2025-12-11,Crypto,Bengaluru,Suspicious
T0086246,P09482,P07585,91115,2025-05-09,Bank Transfer,Indore,Normal
T0086247,P01189,P01549,42855,2025-04-11,UPI,Mumbai,Normal
T0086248,P01452,P04372,210510,2025-07-17,Bank Transfer,Vadodara,Normal
T0086249,P07452,P02470,320361,2025-10-15,UPI,Indore,Suspicious
T0086250,P06839,P00411,30936,2025-05-15,Cash,Vadodara,Normal
T0086251,P06059,P01189,60969,2025-05-15,Crypto,Bengaluru,Normal
T0086252,P09536,P04994,44226,2025-12-27,Bank Transfer,Bengaluru,Normal
T0086253,P01089,P09301,21582,2025-04-06,Bank Transfer,Jaipur,Normal
T0086254,P04438,P00595,77713,2025-07-04,UPI,Rajkot,Suspicious
T0086255,P00861,P07951,48433,2025-03-11,Bank Transfer,Surat,Normal
T0086256,P03884,P06561,24232,2025-09-20,Wallet,Mumbai,Normal
T0086257,P02205,P02553,339627,2025-05-05,Bank Transfer,Kolkata,Suspicious
T0086258,P04317,P07924,9573,2025-01-17,Bank Transfer,Rajkot,Normal
T0086259,P01810,P07277,248237,2025-02-27,Bank Transfer,Delhi,Normal
T0086260,P04226,P04319,100067,2025-01-03,Cash,Hyderabad,Normal
T0086261,P01237,P07791,36765,2025-12-13,Bank Transfer,Indore,Normal
T0086262,P08095,P08650,91308,2025-11-01,Cash,Rajkot,Normal
T0086263,P01406,P05049,32271,2025-11-28,UPI,Rajkot,Normal
T0086264,P04657,P08283,101332,2025-01-16,Bank Transfer,Vadodara,Normal
T0086265,P07114,P05089,98201,2025-12-11,UPI,Rajkot,Normal
T0086266,P01429,P08693,51143,2025-03-17,Wallet,Vadodara,Normal
T0086267,P09733,P03985,164366,2025-03-26,UPI,Mumbai,Normal
T0086268,P00395,P06803,135464,2025-06-06,Bank Transfer,Rajkot,Normal
T0086269,P09075,P06262,82451,2025-09-07,UPI,Rajkot,Normal
T0086270,P04049,P03995,193592,2025-01-09,Cash,Hyderabad,Suspicious
T0086271,P06546,P05323,90444,2025-04-16,Wallet,Mumbai,Normal
T0086272,P05834,P08789,56147,2025-01-04,Bank Transfer,Indore,Normal
T0086273,P02868,P00637,26958,2025-01-02,Bank Transfer,Jaipur,Normal
T0086274,P09885,P01013,87620,2025-10-25,UPI,Pune,Normal
T0086275,P06924,P07435,35642,2025-09-04,Bank Transfer,Vadodara,Normal
T0086276,P06733,P02526,19835,2025-05-19,Bank Transfer,Surat,Normal
T0086277,P00303,P00304,33529,2025-06-25,Bank Transfer,Delhi,Normal
T0086278,P00279,P07387,97909,2025-11-08,Bank Transfer,Hyderabad,Normal
T0086279,P05500,P05536,8168,2025-02-25,Bank Transfer,Hyderabad,Normal
T0086280,P06852,P08558,926831,2025-01-27,Crypto,Ahmedabad,Suspicious
T0086281,P00221,P09196,94018,2025-04-27,UPI,Surat,Normal
T0086282,P03731,P00296,43882,2025-11-29,Bank Transfer,Kolkata,Normal
T0086283,P00307,P06361,50500,2025-03-19,Bank Transfer,Pune,Normal
T0086284,P03655,P08275,208753,2025-09-30,Bank Transfer,Ahmedabad,Normal
T0086285,P07784,P00922,6478,2025-06-13,Bank Transfer,Rajkot,Normal
T0086286,P03572,P07136,63164,2025-09-08,UPI,Pune,Normal
T0086287,P01121,P02581,15769,2025-05-12,UPI,Mumbai,Normal
T0086288,P00160,P01688,31052,2025-08-19,Bank Transfer,Pune,Normal
T0086289,P03147,P01137,9375,2025-08-28,Crypto,Rajkot,Suspicious
T0086290,P04777,P05788,94937,2025-06-19,UPI,Surat,Normal
T0086291,P08737,P09311,67352,2025-07-02,Bank Transfer,Kolkata,Normal
T0086292,P01443,P00620,69742,2025-10-26,UPI,Delhi,Normal
T0086293,P03806,P08732,86415,2025-04-12,Cash,Hyderabad,Normal
T0086294,P04275,P00834,51458,2025-05-08,UPI,Vadodara,Normal
T0086295,P00003,P09160,10981,2025-08-24,Bank Transfer,Rajkot,Normal
T0086296,P07954,P01369,158174,2025-06-05,Cash,Hyderabad,Normal
T0086297,P03774,P07820,35572,2025-08-24,UPI,Kolkata,Normal
T0086298,P01039,P08435,73677,2025-02-03,UPI,Jaipur,Suspicious
T0086299,P02868,P09945,206258,2025-07-10,Cash,Delhi,Normal
T0086300,P09765,P01541,22278,2025-08-04,Bank Transfer,Bengaluru,Normal
T0086301,P05557,P00333,98959,2025-02-01,Cash,Jaipur,Normal
T0086302,P08194,P09311,566071,2025-10-15,Crypto,Pune,Suspicious
T0086303,P07208,P08388,228115,2025-12-30,Wallet,Hyderabad,Normal
T0086304,P05527,P04182,52432,2025-10-13,Crypto,Mumbai,Normal
T0086305,P04941,P04073,67035,2025-06-05,Bank Transfer,Vadodara,Normal
T0086306,P05491,P08652,18373,2025-02-27,UPI,Bengaluru,Normal
T0086307,P04946,P06215,71336,2025-01-12,UPI,Mumbai,Normal
T0086308,P05829,P05618,30393,2025-04-10,UPI,Hyderabad,Normal
T0086309,P03225,P09314,56953,2025-02-23,Crypto,Delhi,Normal
T0086310,P04002,P07446,82543,2025-05-18,Cash,Ahmedabad,Normal
T0086311,P04446,P07788,12333,2025-08-24,Bank Transfer,Jaipur,Normal
T0086312,P00411,P09658,63649,2025-01-29,Wallet,Ahmedabad,Normal
T0086313,P00353,P04484,1080419,2025-06-06,Bank Transfer,Jaipur,Suspicious
T0086314,P02776,P02704,25633,2025-10-24,Bank Transfer,Pune,Normal
T0086315,P04550,P02348,27893,2025-09-28,Bank Transfer,Hyderabad,Normal
T0086316,P01154,P06833,47607,2025-05-13,Crypto,Surat,Normal
T0086317,P00048,P03023,50047,2025-02-20,UPI,Surat,Normal
T0086318,P01047,P05966,15380,2025-12-18,Bank Transfer,Delhi,Suspicious
T0086319,P03283,P08329,111075,2025-11-08,Bank Transfer,Kolkata,Normal
T0086320,P05003,P00459,36875,2025-12-21,Bank Transfer,Hyderabad,Normal
T0086321,P07628,P07629,39156,2025-10-20,Bank Transfer,Ahmedabad,Normal
T0086322,P08893,P06447,148102,2025-05-07,Crypto,Hyderabad,Suspicious
T0086323,P01003,P00292,337662,2025-07-04,UPI,Pune,Suspicious
T0086324,P04301,P01877,31237,2025-01-25,UPI,Pune,Normal
T0086325,P09915,P03026,131601,2025-06-26,Wallet,Ahmedabad,Normal
T0086326,P01264,P07843,27933,2025-04-28,UPI,Pune,Normal
T0086327,P08715,P07696,144138,2025-10-30,Crypto,Surat,Suspicious
T0086328,P07916,P09460,102012,2025-04-28,Bank Transfer,Mumbai,Normal
T0086329,P00035,P00098,123411,2025-10-30,Bank Transfer,Delhi,Normal
T0086330,P04859,P01053,94970,2025-05-21,UPI,Surat,Normal
T0086331,P01497,P04689,141076,2025-08-26,UPI,Vadodara,Normal
T0086332,P00404,P05840,132063,2025-03-15,Bank Transfer,Bengaluru,Normal
T0086333,P02743,P00501,64754,2025-09-01,Bank Transfer,Hyderabad,Normal
T0086334,P05367,P07412,155936,2025-08-31,UPI,Delhi,Normal
T0086335,P08370,P06797,35597,2025-12-26,UPI,Jaipur,Normal
T0086336,P06156,P09253,160630,2025-04-19,Bank Transfer,Pune,Normal
T0086337,P09994,P05961,199089,2025-11-05,UPI,Rajkot,Normal
T0086338,P00640,P02829,21573,2025-12-09,Cash,Pune,Normal
T0086339,P02432,P06455,454284,2025-05-29,Bank Transfer,Rajkot,Suspicious
T0086340,P05152,P02354,136302,2025-02-14,UPI,Ahmedabad,Normal
T0086341,P08919,P07827,20454,2025-11-03,UPI,Vadodara,Normal
T0086342,P04258,P06323,275496,2025-07-21,UPI,Kolkata,Normal
T0086343,P08729,P04854,168653,2025-08-30,Cash,Jaipur,Normal
T0086344,P03787,P00594,52918,2025-02-25,Crypto,Indore,Normal
T0086345,P02733,P04501,44189,2025-01-19,UPI,Ahmedabad,Normal
T0086346,P05699,P06568,329107,2025-04-07,Cash,Bengaluru,Suspicious
T0086347,P05756,P05736,738810,2025-07-04,Bank Transfer,Hyderabad,Suspicious
T0086348,P05285,P00326,81476,2025-03-26,Wallet,Ahmedabad,Normal
T0086349,P08810,P05971,116089,2025-07-21,Bank Transfer,Vadodara,Normal
T0086350,P02632,P02682,30527,2025-09-16,Bank Transfer,Delhi,Normal
T0086351,P04130,P03900,54373,2025-05-19,Wallet,Kolkata,Normal
T0086352,P07032,P08875,871908,2025-06-20,Bank Transfer,Kolkata,Suspicious
T0086353,P06597,P05361,71463,2025-06-16,Bank Transfer,Bengaluru,Normal
T0086354,P02699,P07139,26517,2025-11-26,UPI,Indore,Normal
T0086355,P00687,P03915,1266,2025-12-08,Bank Transfer,Pune,Normal
T0086356,P08067,P01887,50758,2025-12-20,Bank Transfer,Ahmedabad,Suspicious
T0086357,P07997,P00438,29975,2025-01-14,UPI,Bengaluru,Normal
T0086358,P06153,P06319,54948,2025-05-24,Crypto,Vadodara,Normal
T0086359,P04780,P06757,43581,2025-04-16,Bank Transfer,Kolkata,Normal
T0086360,P01401,P08748,84875,2025-01-21,UPI,Jaipur,Normal
T0086361,P07142,P09693,96662,2025-01-09,Bank Transfer,Indore,Normal
T0086362,P05517,P07451,103733,2025-09-11,Crypto,Rajkot,Normal
T0086363,P09917,P04662,14109,2025-10-16,UPI,Indore,Normal
T0086364,P05739,P02584,29357,2025-11-17,Cash,Ahmedabad,Normal
T0086365,P00057,P02153,96147,2025-08-15,UPI,Pune,Normal
T0086366,P05831,P00729,43911,2025-08-12,Crypto,Ahmedabad,Normal
T0086367,P04514,P07875,45764,2025-01-21,UPI,Vadodara,Normal
T0086368,P09753,P09192,114919,2025-04-19,Bank Transfer,Delhi,Normal
T0086369,P09829,P08954,48562,2025-10-06,Bank Transfer,Rajkot,Normal
T0086370,P00596,P01491,498325,2025-06-15,Cash,Surat,Suspicious
T0086371,P08525,P05428,47390,2025-11-20,Bank Transfer,Pune,Normal
T0086372,P07762,P09358,1918089,2025-11-19,Bank Transfer,Indore,Suspicious
T0086373,P03589,P01021,304862,2025-06-14,UPI,Rajkot,Suspicious
T0086374,P04322,P06446,136193,2025-06-21,Wallet,Delhi,Normal
T0086375,P08428,P00021,38250,2025-10-05,Bank Transfer,Indore,Normal
T0086376,P02016,P02028,27696,2025-02-04,Wallet,Pune,Normal
T0086377,P07228,P08915,50375,2025-09-14,Bank Transfer,Delhi,Normal
T0086378,P07495,P06856,118760,2025-03-27,Bank Transfer,Surat,Normal
T0086379,P09501,P09832,360945,2025-12-27,Wallet,Mumbai,Suspicious
T0086380,P01440,P06512,397546,2025-03-21,UPI,Ahmedabad,Suspicious
T0086381,P09091,P04398,116447,2025-12-22,Wallet,Kolkata,Normal
T0086382,P08648,P07715,77195,2025-11-23,UPI,Mumbai,Normal
T0086383,P04925,P03449,14758,2025-02-24,Bank Transfer,Jaipur,Normal
T0086384,P06899,P04007,133990,2025-03-10,Bank Transfer,Jaipur,Normal
T0086385,P00396,P04419,328714,2025-12-04,Bank Transfer,Vadodara,Suspicious
T0086386,P08569,P03382,97248,2025-02-20,Crypto,Bengaluru,Normal
T0086387,P05054,P07636,316528,2025-08-17,Bank Transfer,Indore,Suspicious
T0086388,P09499,P03475,593000,2025-11-19,UPI,Indore,Suspicious
T0086389,P01790,P05245,13509,2025-04-25,Bank Transfer,Mumbai,Normal
T0086390,P04028,P01620,54369,2025-09-16,UPI,Surat,Normal
T0086391,P07820,P00033,76105,2025-09-06,Bank Transfer,Mumbai,Normal
T0086392,P00961,P07897,794926,2025-09-07,Bank Transfer,Kolkata,Suspicious
T0086393,P07220,P09701,82239,2025-10-24,Cash,Mumbai,Normal
T0086394,P01231,P05677,45535,2025-06-15,Bank Transfer,Vadodara,Normal
T0086395,P00568,P00280,221216,2025-01-01,Cash,Kolkata,Normal
T0086396,P00755,P03251,72099,2025-12-24,Crypto,Rajkot,Normal
T0086397,P01459,P01984,277413,2025-10-11,Bank Transfer,Surat,Normal
T0086398,P02732,P05006,38852,2025-07-11,Cash,Ahmedabad,Normal
T0086399,P07480,P08458,57161,2025-10-23,UPI,Jaipur,Normal
T0086400,P07572,P08670,104422,2025-07-03,Bank Transfer,Surat,Normal
T0086401,P03482,P06401,69233,2025-09-05,Bank Transfer,Jaipur,Normal
T0086402,P06798,P03222,45769,2025-07-03,Crypto,Hyderabad,Normal
T0086403,P05538,P02040,34593,2025-01-10,Wallet,Surat,Normal
T0086404,P08103,P00348,153908,2025-01-08,Bank Transfer,Bengaluru,Normal
T0086405,P05317,P07498,555287,2025-09-12,Bank Transfer,Rajkot,Suspicious
T0086406,P07472,P00393,25041,2025-06-04,Bank Transfer,Hyderabad,Normal
T0086407,P02718,P06012,23777,2025-06-16,Bank Transfer,Kolkata,Normal
T0086408,P05170,P00110,231676,2025-08-03,Bank Transfer,Hyderabad,Normal
T0086409,P02071,P01992,13875,2025-11-15,Crypto,Vadodara,Suspicious
T0086410,P05320,P06460,170470,2025-10-02,Bank Transfer,Bengaluru,Normal
T0086411,P07098,P09321,28683,2025-01-21,UPI,Ahmedabad,Normal
T0086412,P08649,P04162,220868,2025-09-16,Wallet,Rajkot,Normal
T0086413,P03287,P06050,10663,2025-02-22,Bank Transfer,Surat,Normal
T0086414,P00256,P06248,221724,2025-05-13,UPI,Mumbai,Suspicious
T0086415,P09571,P00694,48020,2025-11-28,UPI,Vadodara,Suspicious
T0086416,P06310,P03872,22606,2025-05-04,Bank Transfer,Bengaluru,Normal
T0086417,P02171,P02274,17067,2025-02-14,UPI,Hyderabad,Normal
T0086418,P09497,P00572,83157,2025-11-21,Bank Transfer,Vadodara,Normal
T0086419,P09554,P00196,94232,2025-06-13,Cash,Bengaluru,Normal
T0086420,P08316,P07773,128837,2025-05-05,Bank Transfer,Vadodara,Suspicious
T0086421,P06718,P07734,96390,2025-10-12,Bank Transfer,Ahmedabad,Normal
T0086422,P05825,P02879,149167,2025-09-13,Bank Transfer,Bengaluru,Normal
T0086423,P06777,P07135,13849,2025-08-18,Bank Transfer,Hyderabad,Normal
T0086424,P03000,P01139,363532,2025-06-06,Crypto,Jaipur,Suspicious
T0086425,P03194,P07421,38302,2025-05-28,UPI,Surat,Normal
T0086426,P04992,P09065,287129,2025-07-25,Cash,Jaipur,Normal
T0086427,P04213,P00577,379783,2025-02-23,UPI,Bengaluru,Suspicious
T0086428,P00066,P03596,281037,2025-11-12,UPI,Vadodara,Suspicious
T0086429,P02667,P01697,193576,2025-10-08,Bank Transfer,Ahmedabad,Normal
T0086430,P09042,P01556,60229,2025-09-10,Crypto,Mumbai,Normal
T0086431,P06256,P02349,165271,2025-10-12,Bank Transfer,Ahmedabad,Normal
T0086432,P07842,P06660,49274,2025-04-12,Bank Transfer,Kolkata,Normal
T0086433,P07610,P09339,57117,2025-02-07,Bank Transfer,Vadodara,Normal
T0086434,P06715,P03804,147735,2025-01-21,Crypto,Pune,Normal
T0086435,P05193,P04212,25560,2025-07-17,UPI,Vadodara,Normal
T0086436,P02158,P01469,11365,2025-03-27,Bank Transfer,Delhi,Normal
T0086437,P09279,P09580,33178,2025-04-27,Cash,Vadodara,Normal
T0086438,P07641,P06253,24483,2025-07-21,Bank Transfer,Pune,Normal
T0086439,P05020,P01927,713449,2025-06-09,Wallet,Bengaluru,Suspicious
T0086440,P02624,P00079,191340,2025-07-19,Bank Transfer,Indore,Normal
T0086441,P04094,P07589,34943,2025-12-29,UPI,Hyderabad,Normal
T0086442,P02289,P02382,177109,2025-03-03,Bank Transfer,Indore,Normal
T0086443,P05520,P00856,102179,2025-04-18,Bank Transfer,Hyderabad,Normal
T0086444,P06008,P08318,120219,2025-10-16,UPI,Jaipur,Normal
T0086445,P06216,P09746,13323,2025-08-12,Bank Transfer,Pune,Normal
T0086446,P04589,P02879,17450,2025-08-05,UPI,Surat,Normal
T0086447,P07147,P07943,78926,2025-05-18,Bank Transfer,Indore,Normal
T0086448,P06988,P07862,139962,2025-09-09,Cash,Jaipur,Normal
T0086449,P08881,P02322,44588,2025-06-08,Bank Transfer,Indore,Normal
T0086450,P01806,P03977,43968,2025-02-12,Bank Transfer,Bengaluru,Normal
T0086451,P00827,P08932,140136,2025-05-25,Bank Transfer,Mumbai,Normal
T0086452,P00718,P08634,149064,2025-11-17,Crypto,Indore,Normal
T0086453,P08396,P00770,171308,2025-04-15,Wallet,Bengaluru,Normal
T0086454,P02462,P07269,12482,2025-03-10,UPI,Indore,Suspicious
T0086455,P00991,P02655,22469,2025-05-31,Bank Transfer,Ahmedabad,Normal
T0086456,P05466,P03891,399810,2025-04-14,Cash,Bengaluru,Suspicious
T0086457,P00034,P07459,71134,2025-12-24,UPI,Kolkata,Normal
T0086458,P03501,P00389,90471,2025-11-19,Bank Transfer,Pune,Normal
T0086459,P03038,P03883,67823,2025-11-29,Crypto,Delhi,Normal
T0086460,P07816,P07124,129247,2025-04-21,Cash,Indore,Normal
T0086461,P04745,P09691,22658,2025-12-12,UPI,Rajkot,Suspicious
T0086462,P03251,P03252,47517,2025-07-12,Bank Transfer,Hyderabad,Normal
T0086463,P04029,P07176,49721,2025-04-02,Bank Transfer,Hyderabad,Normal
T0086464,P03679,P08979,38070,2025-09-07,Bank Transfer,Jaipur,Normal
T0086465,P08344,P02487,98885,2025-09-30,Crypto,Kolkata,Normal
T0086466,P03423,P04616,37630,2025-06-05,UPI,Pune,Normal
T0086467,P00219,P07530,55873,2025-03-05,Bank Transfer,Kolkata,Normal
T0086468,P07930,P07627,59142,2025-04-14,Bank Transfer,Vadodara,Normal
T0086469,P07735,P07273,9141,2025-05-28,UPI,Ahmedabad,Normal
T0086470,P04362,P04019,10449,2025-11-25,Bank Transfer,Ahmedabad,Normal
T0086471,P02392,P03860,624581,2025-12-24,Bank Transfer,Jaipur,Suspicious
T0086472,P00447,P01596,195689,2025-10-03,Bank Transfer,Indore,Normal
T0086473,P03276,P04098,38321,2025-01-31,Crypto,Surat,Normal
T0086474,P01739,P06070,389468,2025-04-12,Crypto,Delhi,Suspicious
T0086475,P02602,P00896,16720,2025-09-21,UPI,Indore,Normal
T0086476,P02520,P04475,5578,2025-06-25,Bank Transfer,Rajkot,Normal
T0086477,P03114,P04719,53443,2025-08-09,Wallet,Hyderabad,Normal
T0086478,P02748,P08450,252159,2025-05-25,UPI,Delhi,Normal
T0086479,P09243,P09614,67338,2025-02-09,Bank Transfer,Hyderabad,Normal
T0086480,P01540,P07171,203563,2025-05-22,Bank Transfer,Ahmedabad,Normal
T0086481,P09354,P03548,23679,2025-04-14,Cash,Indore,Normal
T0086482,P03073,P00091,516605,2025-02-18,Bank Transfer,Vadodara,Suspicious
T0086483,P02439,P00249,25684,2025-01-05,Crypto,Bengaluru,Normal
T0086484,P01160,P00333,20655,2025-03-25,Cash,Hyderabad,Normal
T0086485,P01854,P02159,117751,2025-10-03,Bank Transfer,Indore,Normal
T0086486,P00880,P02959,607963,2025-02-19,UPI,Jaipur,Suspicious
T0086487,P03706,P08896,89132,2025-12-14,UPI,Vadodara,Normal
T0086488,P08931,P03568,230519,2025-11-24,Wallet,Rajkot,Suspicious
T0086489,P04564,P04359,274154,2025-03-27,UPI,Mumbai,Normal
T0086490,P08913,P01853,90850,2025-01-13,Cash,Vadodara,Normal
T0086491,P00605,P07147,77265,2025-07-14,Bank Transfer,Kolkata,Normal
T0086492,P01389,P05871,45082,2025-10-06,Bank Transfer,Delhi,Normal
T0086493,P09366,P03236,13530,2025-11-24,Crypto,Pune,Normal
T0086494,P07361,P07097,21341,2025-10-25,UPI,Rajkot,Normal
T0086495,P00805,P00536,160986,2025-09-27,UPI,Delhi,Normal
T0086496,P03568,P06372,74001,2025-03-13,Crypto,Indore,Normal
T0086497,P09225,P08717,484304,2025-10-17,Bank Transfer,Delhi,Suspicious
T0086498,P08042,P02068,86547,2025-05-23,UPI,Surat,Normal
T0086499,P05920,P05583,38742,2025-02-07,Crypto,Delhi,Normal
T0086500,P06160,P08756,64337,2025-01-20,UPI,Mumbai,Normal
T0086501,P04802,P01277,40748,2025-03-14,UPI,Indore,Normal
T0086502,P05786,P04139,61205,2025-07-07,Bank Transfer,Jaipur,Normal
T0086503,P05750,P08768,31459,2025-09-06,Bank Transfer,Jaipur,Normal
T0086504,P05350,P09463,261800,2025-04-19,Crypto,Hyderabad,Normal
T0086505,P05568,P00813,1016106,2025-02-01,UPI,Kolkata,Suspicious
T0086506,P02384,P05156,38620,2025-05-06,Bank Transfer,Rajkot,Normal
T0086507,P01374,P07898,13498,2025-03-05,Bank Transfer,Ahmedabad,Suspicious
T0086508,P00583,P06613,4700,2025-08-02,Bank Transfer,Kolkata,Normal
T0086509,P03519,P02792,364473,2025-05-22,Bank Transfer,Bengaluru,Suspicious
T0086510,P05872,P05873,220308,2025-01-31,Crypto,Kolkata,Normal
T0086511,P05789,P07845,196494,2025-09-13,Bank Transfer,Rajkot,Normal
T0086512,P07809,P05662,60607,2025-02-08,Bank Transfer,Vadodara,Normal
T0086513,P09298,P06061,88860,2025-06-20,UPI,Bengaluru,Normal
T0086514,P08224,P05099,129879,2025-06-18,UPI,Ahmedabad,Normal
T0086515,P07067,P01324,49914,2025-09-17,Crypto,Mumbai,Normal
T0086516,P06195,P00508,61898,2025-10-24,UPI,Surat,Normal
T0086517,P05276,P00581,78100,2025-05-03,Wallet,Surat,Normal
T0086518,P06622,P06883,23885,2025-11-02,UPI,Rajkot,Normal
T0086519,P01326,P05806,182201,2025-01-15,Crypto,Vadodara,Normal
T0086520,P03545,P05481,38691,2025-02-13,UPI,Jaipur,Normal
T0086521,P01570,P04476,54092,2025-04-10,UPI,Pune,Normal
T0086522,P00597,P08412,71908,2025-04-02,Crypto,Bengaluru,Normal
T0086523,P03880,P00184,25278,2025-02-13,Crypto,Pune,Normal
T0086524,P06395,P03408,96854,2025-06-09,Bank Transfer,Ahmedabad,Normal
T0086525,P01376,P06766,53342,2025-06-30,Bank Transfer,Delhi,Normal
T0086526,P01319,P05396,155996,2025-02-14,UPI,Ahmedabad,Suspicious
T0086527,P07672,P06790,56247,2025-08-31,UPI,Pune,Normal
T0086528,P05054,P05428,72432,2025-06-03,Crypto,Hyderabad,Normal
T0086529,P01624,P07104,40457,2025-05-26,Bank Transfer,Rajkot,Normal
T0086530,P02656,P09824,207641,2025-08-19,Crypto,Ahmedabad,Normal
T0086531,P06667,P03473,110180,2025-10-12,Bank Transfer,Ahmedabad,Normal
T0086532,P09013,P06950,154707,2025-03-03,Cash,Ahmedabad,Suspicious
T0086533,P02200,P04210,6146,2025-02-10,Crypto,Rajkot,Normal
T0086534,P02438,P06709,32550,2025-06-30,Bank Transfer,Bengaluru,Normal
T0086535,P04175,P02648,22210,2025-01-30,UPI,Hyderabad,Normal
T0086536,P02299,P02584,622697,2025-10-10,Cash,Delhi,Suspicious
T0086537,P04852,P06538,97066,2025-03-22,Cash,Vadodara,Normal
T0086538,P06545,P03167,59432,2025-03-19,Bank Transfer,Pune,Normal
T0086539,P09883,P07612,103666,2025-01-12,Bank Transfer,Rajkot,Normal
T0086540,P08133,P05876,65260,2025-03-05,UPI,Mumbai,Normal
T0086541,P09414,P04558,127908,2025-09-15,Cash,Jaipur,Normal
T0086542,P03301,P06456,4453,2025-05-08,Crypto,Rajkot,Normal
T0086543,P04511,P03614,78851,2025-07-07,UPI,Kolkata,Normal
T0086544,P06836,P01458,26678,2025-06-18,Wallet,Mumbai,Normal
T0086545,P02327,P05022,21799,2025-09-09,Bank Transfer,Ahmedabad,Normal
T0086546,P07709,P02594,21710,2025-05-19,Crypto,Surat,Normal
